gvkey,iid,datadate,tic,conm,navm,prccm,prchm,prclm,cmth,cyear,exchg
001161,01,1980-01-31,AMD,ADVANCED MICRO DEVICES,,43.3750,46.3750,32.1250,,,14
001161,01,1980-02-29,AMD,ADVANCED MICRO DEVICES,,42.0000,46.3750,41.0000,,,14
001161,01,1980-03-31,AMD,ADVANCED MICRO DEVICES,,30.5000,44.1250,26.8750,,,14
001161,01,1980-04-30,AMD,ADVANCED MICRO DEVICES,,30.6250,33.7500,27.2500,,,14
001161,01,1980-05-31,AMD,ADVANCED MICRO DEVICES,,38.0000,38.5000,29.0000,,,14
001161,01,1980-06-30,AMD,ADVANCED MICRO DEVICES,,36.5000,38.0000,34.3750,,,14
001161,01,1980-07-31,AMD,ADVANCED MICRO DEVICES,,49.6250,49.8750,36.1250,,,14
001161,01,1980-08-31,AMD,ADVANCED MICRO DEVICES,,51.2500,57.0000,46.8750,,,14
001161,01,1980-09-30,AMD,ADVANCED MICRO DEVICES,,62.1250,69.8750,50.1250,,,14
001161,01,1980-10-31,AMD,ADVANCED MICRO DEVICES,,28.7500,33.2500,27.1250,,,14
001161,01,1980-11-30,AMD,ADVANCED MICRO DEVICES,,41.7500,44.5000,28.7500,,,14
001161,01,1980-12-31,AMD,ADVANCED MICRO DEVICES,,34.5000,42.7500,29.5000,,,14
001161,01,1981-01-31,AMD,ADVANCED MICRO DEVICES,,23.6250,36.2500,23.3750,,,14
001161,01,1981-02-28,AMD,ADVANCED MICRO DEVICES,,23.2500,26.5000,20.0000,,,14
001161,01,1981-03-31,AMD,ADVANCED MICRO DEVICES,,26.1250,27.2500,22.3750,,,14
001161,01,1981-04-30,AMD,ADVANCED MICRO DEVICES,,27.3750,31.0000,23.6250,,,14
001161,01,1981-05-31,AMD,ADVANCED MICRO DEVICES,,28.5000,29.0000,25.1250,,,14
001161,01,1981-06-30,AMD,ADVANCED MICRO DEVICES,,23.5000,29.7500,22.6250,,,14
001161,01,1981-07-31,AMD,ADVANCED MICRO DEVICES,,20.0000,23.7500,20.0000,,,14
001161,01,1981-08-31,AMD,ADVANCED MICRO DEVICES,,18.3750,21.2500,18.2500,,,14
001161,01,1981-09-30,AMD,ADVANCED MICRO DEVICES,,16.2500,19.0000,14.0000,,,14
001161,01,1981-10-31,AMD,ADVANCED MICRO DEVICES,,19.7500,20.5000,16.0000,,,14
001161,01,1981-11-30,AMD,ADVANCED MICRO DEVICES,,17.0000,21.2500,16.3750,,,14
001161,01,1981-12-31,AMD,ADVANCED MICRO DEVICES,,17.6250,18.7500,16.7500,,,14
001161,01,1982-01-31,AMD,ADVANCED MICRO DEVICES,,19.6250,20.0000,15.5000,,,14
001161,01,1982-02-28,AMD,ADVANCED MICRO DEVICES,,18.7500,19.7500,16.7500,,,14
001161,01,1982-03-31,AMD,ADVANCED MICRO DEVICES,,22.5000,23.7500,17.8750,,,14
001161,01,1982-04-30,AMD,ADVANCED MICRO DEVICES,,25.0000,25.2500,22.5000,,,14
001161,01,1982-05-31,AMD,ADVANCED MICRO DEVICES,,23.5000,27.1250,23.1250,,,14
001161,01,1982-06-30,AMD,ADVANCED MICRO DEVICES,,24.2500,25.0000,22.1250,,,14
001161,01,1982-07-31,AMD,ADVANCED MICRO DEVICES,,25.2500,27.2500,22.5000,,,14
001161,01,1982-08-31,AMD,ADVANCED MICRO DEVICES,,30.2500,30.5000,19.6250,,,14
001161,01,1982-09-30,AMD,ADVANCED MICRO DEVICES,,26.6250,31.3750,25.8750,,,14
001161,01,1982-10-31,AMD,ADVANCED MICRO DEVICES,,23.7500,24.6670,17.5000,,,14
001161,01,1982-11-30,AMD,ADVANCED MICRO DEVICES,,25.0000,28.0000,21.8750,,,14
001161,01,1982-12-31,AMD,ADVANCED MICRO DEVICES,,25.1250,27.5000,22.7500,,,14
001161,01,1983-01-31,AMD,ADVANCED MICRO DEVICES,,36.0000,36.0000,24.2500,,,14
001161,01,1983-02-28,AMD,ADVANCED MICRO DEVICES,,36.5000,39.2500,32.7500,,,14
001161,01,1983-03-31,AMD,ADVANCED MICRO DEVICES,,33.5000,38.2500,32.2500,,,14
001161,01,1983-04-30,AMD,ADVANCED MICRO DEVICES,,38.0000,38.8750,31.0000,,,14
001161,01,1983-05-31,AMD,ADVANCED MICRO DEVICES,,48.5000,53.0000,37.1250,,,14
001161,01,1983-06-30,AMD,ADVANCED MICRO DEVICES,,64.5000,66.6250,48.6250,,,14
001161,01,1983-07-31,AMD,ADVANCED MICRO DEVICES,,59.5000,69.7500,54.0000,,,14
001161,01,1983-08-31,AMD,ADVANCED MICRO DEVICES,,31.7500,31.7500,25.6870,,,14
001161,01,1983-09-30,AMD,ADVANCED MICRO DEVICES,,29.0000,33.8750,28.0000,,,14
001161,01,1983-10-31,AMD,ADVANCED MICRO DEVICES,,30.0000,33.7500,28.0000,,,14
001161,01,1983-11-30,AMD,ADVANCED MICRO DEVICES,,34.0000,35.5000,26.7500,,,14
001161,01,1983-12-31,AMD,ADVANCED MICRO DEVICES,,33.6250,34.7500,31.5000,,,14
001161,01,1984-01-31,AMD,ADVANCED MICRO DEVICES,,28.7500,37.5000,28.0000,,,14
001161,01,1984-02-29,AMD,ADVANCED MICRO DEVICES,,28.2500,30.2500,25.1250,,,14
001161,01,1984-03-31,AMD,ADVANCED MICRO DEVICES,,28.5000,31.7500,26.3750,,,14
001161,01,1984-04-30,AMD,ADVANCED MICRO DEVICES,,34.3750,34.8750,26.7500,,,14
001161,01,1984-05-31,AMD,ADVANCED MICRO DEVICES,,31.6250,35.3750,29.5000,,,14
001161,01,1984-06-30,AMD,ADVANCED MICRO DEVICES,,30.7500,33.2500,28.1250,,,14
001161,01,1984-07-31,AMD,ADVANCED MICRO DEVICES,,29.0000,31.6250,25.1250,,,14
001161,01,1984-08-31,AMD,ADVANCED MICRO DEVICES,,39.3750,41.1250,29.0000,,,14
001161,01,1984-09-30,AMD,ADVANCED MICRO DEVICES,,34.7500,40.3750,34.3750,,,14
001161,01,1984-10-31,AMD,ADVANCED MICRO DEVICES,,32.0000,37.3750,30.6250,,,14
001161,01,1984-11-30,AMD,ADVANCED MICRO DEVICES,,27.7500,32.3750,26.6250,,,14
001161,01,1984-12-31,AMD,ADVANCED MICRO DEVICES,,29.5000,30.5000,25.3750,,,14
001161,01,1985-01-31,AMD,ADVANCED MICRO DEVICES,,35.1250,36.3750,26.3750,,,14
001161,01,1985-02-28,AMD,ADVANCED MICRO DEVICES,,33.2500,36.1250,31.6250,,,14
001161,01,1985-03-31,AMD,ADVANCED MICRO DEVICES,,33.3750,34.0000,30.1250,,,14
001161,01,1985-04-30,AMD,ADVANCED MICRO DEVICES,,27.8750,34.0000,27.0000,,,14
001161,01,1985-05-31,AMD,ADVANCED MICRO DEVICES,,26.5000,30.2500,26.0000,,,14
001161,01,1985-06-30,AMD,ADVANCED MICRO DEVICES,,26.0000,27.6250,22.1250,,,14
001161,01,1985-07-31,AMD,ADVANCED MICRO DEVICES,,29.7500,30.7500,24.7500,,,14
001161,01,1985-08-31,AMD,ADVANCED MICRO DEVICES,,26.5000,30.8750,26.5000,,,14
001161,01,1985-09-30,AMD,ADVANCED MICRO DEVICES,,26.2500,28.2500,25.0000,,,14
001161,01,1985-10-31,AMD,ADVANCED MICRO DEVICES,,23.3750,26.0000,22.7500,,,14
001161,01,1985-11-30,AMD,ADVANCED MICRO DEVICES,,27.8750,27.8750,22.7500,,,14
001161,01,1985-12-31,AMD,ADVANCED MICRO DEVICES,,29.0000,31.1250,27.0000,,,14
001161,01,1986-01-31,AMD,ADVANCED MICRO DEVICES,,27.3750,29.7500,26.3750,,,14
001161,01,1986-02-28,AMD,ADVANCED MICRO DEVICES,,31.1250,32.8750,26.8750,,,14
001161,01,1986-03-31,AMD,ADVANCED MICRO DEVICES,,28.5000,33.5000,28.1250,,,14
001161,01,1986-04-30,AMD,ADVANCED MICRO DEVICES,,28.3750,31.5000,27.0000,,,14
001161,01,1986-05-31,AMD,ADVANCED MICRO DEVICES,,26.6250,29.1250,24.3750,,,14
001161,01,1986-06-30,AMD,ADVANCED MICRO DEVICES,,20.0000,26.6250,20.0000,,,14
001161,01,1986-07-31,AMD,ADVANCED MICRO DEVICES,,15.7500,20.6250,14.1250,,,14
001161,01,1986-08-31,AMD,ADVANCED MICRO DEVICES,,19.3750,19.8750,14.3750,,,14
001161,01,1986-09-30,AMD,ADVANCED MICRO DEVICES,,15.7500,20.3750,15.2500,,,14
001161,01,1986-10-31,AMD,ADVANCED MICRO DEVICES,,13.7500,16.1250,12.8750,,,14
001161,01,1986-11-30,AMD,ADVANCED MICRO DEVICES,,15.6250,16.5000,14.0000,,,14
001161,01,1986-12-31,AMD,ADVANCED MICRO DEVICES,,13.7500,16.8750,13.3750,,,14
001161,01,1987-01-31,AMD,ADVANCED MICRO DEVICES,,17.5000,18.7500,13.5000,,,14
001161,01,1987-02-28,AMD,ADVANCED MICRO DEVICES,,21.7500,24.5000,17.3750,,,14
001161,01,1987-03-31,AMD,ADVANCED MICRO DEVICES,,19.8750,22.0000,18.7500,,,14
001161,01,1987-04-30,AMD,ADVANCED MICRO DEVICES,,22.1250,24.0000,19.3750,,,14
001161,01,1987-05-31,AMD,ADVANCED MICRO DEVICES,,21.6250,23.5000,20.0000,,,14
001161,01,1987-06-30,AMD,ADVANCED MICRO DEVICES,,19.0000,22.2500,18.1250,,,14
001161,01,1987-07-31,AMD,ADVANCED MICRO DEVICES,,18.1250,19.2500,16.7500,,,14
001161,01,1987-08-31,AMD,ADVANCED MICRO DEVICES,,22.0000,23.3750,17.7500,,,14
001161,01,1987-09-30,AMD,ADVANCED MICRO DEVICES,,22.0000,23.0000,19.3750,,,14
001161,01,1987-10-31,AMD,ADVANCED MICRO DEVICES,,11.5000,24.8750,9.5000,,,14
001161,01,1987-11-30,AMD,ADVANCED MICRO DEVICES,,9.2500,11.2500,8.7500,,,14
001161,01,1987-12-31,AMD,ADVANCED MICRO DEVICES,,9.8750,10.7500,7.5000,,,14
001161,01,1988-01-31,AMD,ADVANCED MICRO DEVICES,,9.6250,11.2500,8.8750,,,14
001161,01,1988-02-29,AMD,ADVANCED MICRO DEVICES,,12.0000,12.8750,9.3750,,,14
001161,01,1988-03-31,AMD,ADVANCED MICRO DEVICES,,11.0000,13.8750,10.7500,,,14
001161,01,1988-04-30,AMD,ADVANCED MICRO DEVICES,,14.3750,14.7500,10.8750,,,14
001161,01,1988-05-31,AMD,ADVANCED MICRO DEVICES,,15.0000,15.3750,13.1250,,,14
001161,01,1988-06-30,AMD,ADVANCED MICRO DEVICES,,16.5000,16.8750,15.0000,,,14
001161,01,1988-07-31,AMD,ADVANCED MICRO DEVICES,,13.3750,16.7500,12.5000,,,14
001161,01,1988-08-31,AMD,ADVANCED MICRO DEVICES,,11.3750,13.7500,11.0000,,,14
001161,01,1988-09-30,AMD,ADVANCED MICRO DEVICES,,9.2500,11.7500,9.0000,,,14
001161,01,1988-10-31,AMD,ADVANCED MICRO DEVICES,,9.0000,10.5000,8.3750,,,14
001161,01,1988-11-30,AMD,ADVANCED MICRO DEVICES,,7.5000,9.1250,7.1250,,,14
001161,01,1988-12-31,AMD,ADVANCED MICRO DEVICES,,8.6250,9.0000,7.1250,,,14
001161,01,1989-01-31,AMD,ADVANCED MICRO DEVICES,,9.1250,9.3750,8.3750,,,14
001161,01,1989-02-28,AMD,ADVANCED MICRO DEVICES,,8.2500,9.6250,8.1250,,,14
001161,01,1989-03-31,AMD,ADVANCED MICRO DEVICES,,8.5000,8.7500,8.0000,,,14
001161,01,1989-04-30,AMD,ADVANCED MICRO DEVICES,,8.8750,9.3750,8.2500,,,14
001161,01,1989-05-31,AMD,ADVANCED MICRO DEVICES,,10.3750,10.5000,8.5000,,,14
001161,01,1989-06-30,AMD,ADVANCED MICRO DEVICES,,9.7500,10.3750,9.6250,,,14
001161,01,1989-07-31,AMD,ADVANCED MICRO DEVICES,,8.6250,10.1250,8.1250,,,14
001161,01,1989-08-31,AMD,ADVANCED MICRO DEVICES,,8.6250,9.1250,8.2500,,,14
001161,01,1989-09-30,AMD,ADVANCED MICRO DEVICES,,9.0000,9.2500,8.2500,,,14
001161,01,1989-10-31,AMD,ADVANCED MICRO DEVICES,,7.8750,9.0000,7.5000,,,14
001161,01,1989-11-30,AMD,ADVANCED MICRO DEVICES,,7.5000,8.0000,7.1250,,,14
001161,01,1989-12-31,AMD,ADVANCED MICRO DEVICES,,7.8750,8.1250,7.3750,,,14
001161,01,1990-01-31,AMD,ADVANCED MICRO DEVICES,,7.2500,8.2500,7.1250,,,14
001161,01,1990-02-28,AMD,ADVANCED MICRO DEVICES,,8.2500,8.7500,6.8750,,,14
001161,01,1990-03-31,AMD,ADVANCED MICRO DEVICES,,9.1250,10.1250,8.2500,,,14
001161,01,1990-04-30,AMD,ADVANCED MICRO DEVICES,,8.7500,9.5000,8.1250,,,14
001161,01,1990-05-31,AMD,ADVANCED MICRO DEVICES,,10.5000,11.3750,8.2500,,,14
001161,01,1990-06-30,AMD,ADVANCED MICRO DEVICES,,9.5000,10.7500,8.8750,,,14
001161,01,1990-07-31,AMD,ADVANCED MICRO DEVICES,,7.0000,9.7500,6.7500,,,14
001161,01,1990-08-31,AMD,ADVANCED MICRO DEVICES,,5.3750,7.0000,4.8750,,,14
001161,01,1990-09-30,AMD,ADVANCED MICRO DEVICES,,5.1250,6.5000,4.8750,,,14
001161,01,1990-10-31,AMD,ADVANCED MICRO DEVICES,,3.8750,5.7500,3.6250,,,14
001161,01,1990-11-30,AMD,ADVANCED MICRO DEVICES,,4.3750,4.8750,3.7500,,,14
001161,01,1990-12-31,AMD,ADVANCED MICRO DEVICES,,4.8750,5.3750,4.2500,,,14
001161,01,1991-01-31,AMD,ADVANCED MICRO DEVICES,,7.2500,7.5000,4.0000,,,14
001161,01,1991-02-28,AMD,ADVANCED MICRO DEVICES,,8.1250,8.2500,7.1250,,,14
001161,01,1991-03-31,AMD,ADVANCED MICRO DEVICES,,10.5000,11.7500,7.8750,,,14
001161,01,1991-04-30,AMD,ADVANCED MICRO DEVICES,,12.2500,14.2500,10.0000,,,14
001161,01,1991-05-31,AMD,ADVANCED MICRO DEVICES,,13.5000,13.7500,10.5000,,,14
001161,01,1991-06-30,AMD,ADVANCED MICRO DEVICES,,12.0000,14.1250,11.3750,,,14
001161,01,1991-07-31,AMD,ADVANCED MICRO DEVICES,,11.1250,13.6250,10.1250,,,14
001161,01,1991-08-31,AMD,ADVANCED MICRO DEVICES,,12.3750,12.6250,10.1250,,,14
001161,01,1991-09-30,AMD,ADVANCED MICRO DEVICES,,9.3750,12.5000,8.6250,,,14
001161,01,1991-10-31,AMD,ADVANCED MICRO DEVICES,,12.7500,13.0000,8.3750,,,14
001161,01,1991-11-30,AMD,ADVANCED MICRO DEVICES,,14.3750,14.6250,11.7500,,,14
001161,01,1991-12-31,AMD,ADVANCED MICRO DEVICES,,17.5000,17.7500,13.8750,,,14
001161,01,1992-01-31,AMD,ADVANCED MICRO DEVICES,,18.8750,21.3750,17.3750,,,14
001161,01,1992-02-29,AMD,ADVANCED MICRO DEVICES,,18.3750,21.5000,17.8750,,,14
001161,01,1992-03-31,AMD,ADVANCED MICRO DEVICES,,17.7500,19.6250,16.2500,,,14
001161,01,1992-04-30,AMD,ADVANCED MICRO DEVICES,,17.8750,19.5000,14.6250,,,14
001161,01,1992-05-31,AMD,ADVANCED MICRO DEVICES,,15.7500,18.5000,14.7500,,,14
001161,01,1992-06-30,AMD,ADVANCED MICRO DEVICES,,8.7500,16.0000,8.5000,,,14
001161,01,1992-07-31,AMD,ADVANCED MICRO DEVICES,,8.8750,9.0000,7.3750,,,14
001161,01,1992-08-31,AMD,ADVANCED MICRO DEVICES,,10.1250,10.1250,8.3750,,,14
001161,01,1992-09-30,AMD,ADVANCED MICRO DEVICES,,11.2500,13.0000,10.1250,,,14
001161,01,1992-10-31,AMD,ADVANCED MICRO DEVICES,,16.5000,16.7500,10.6250,,,14
001161,01,1992-11-30,AMD,ADVANCED MICRO DEVICES,,17.8750,18.6250,15.1250,,,14
001161,01,1992-12-31,AMD,ADVANCED MICRO DEVICES,,18.1250,18.7500,15.0000,,,14
001161,01,1993-01-31,AMD,ADVANCED MICRO DEVICES,,18.7500,21.5000,17.6250,,,14
001161,01,1993-02-28,AMD,ADVANCED MICRO DEVICES,,21.7500,22.5000,18.5000,,,14
001161,01,1993-03-31,AMD,ADVANCED MICRO DEVICES,,23.0000,24.3750,20.8750,,,14
001161,01,1993-04-30,AMD,ADVANCED MICRO DEVICES,,28.1250,32.8750,21.1250,,,14
001161,01,1993-05-31,AMD,ADVANCED MICRO DEVICES,,28.6250,30.7500,27.2500,,,14
001161,01,1993-06-30,AMD,ADVANCED MICRO DEVICES,,24.1250,29.2500,20.3750,,,14
001161,01,1993-07-31,AMD,ADVANCED MICRO DEVICES,,23.8750,25.7500,22.7500,,,14
001161,01,1993-08-31,AMD,ADVANCED MICRO DEVICES,,32.3750,32.6250,24.2500,,,14
001161,01,1993-09-30,AMD,ADVANCED MICRO DEVICES,,26.3750,32.2500,26.0000,,,14
001161,01,1993-10-31,AMD,ADVANCED MICRO DEVICES,,19.7500,26.7500,17.8750,,,14
001161,01,1993-11-30,AMD,ADVANCED MICRO DEVICES,,19.0000,20.5000,17.8750,,,14
001161,01,1993-12-31,AMD,ADVANCED MICRO DEVICES,,17.7500,19.3750,17.0000,,,14
001161,01,1994-01-31,AMD,ADVANCED MICRO DEVICES,,20.5000,21.3750,16.7500,,,14
001161,01,1994-02-28,AMD,ADVANCED MICRO DEVICES,,21.5000,22.5000,20.1250,,,14
001161,01,1994-03-31,AMD,ADVANCED MICRO DEVICES,,31.2500,31.7500,21.2500,,,14
001161,01,1994-04-30,AMD,ADVANCED MICRO DEVICES,,26.3750,31.7500,22.7500,,,14
001161,01,1994-05-31,AMD,ADVANCED MICRO DEVICES,,27.0000,27.2500,22.6250,,,14
001161,01,1994-06-30,AMD,ADVANCED MICRO DEVICES,,25.0000,29.6250,23.7500,,,14
001161,01,1994-07-31,AMD,ADVANCED MICRO DEVICES,,27.0000,27.3750,24.1250,,,14
001161,01,1994-08-31,AMD,ADVANCED MICRO DEVICES,,29.0000,29.8750,26.0000,,,14
001161,01,1994-09-30,AMD,ADVANCED MICRO DEVICES,,29.7500,31.0000,27.3750,,,14
001161,01,1994-10-31,AMD,ADVANCED MICRO DEVICES,,26.3750,30.3750,22.2500,,,14
001161,01,1994-11-30,AMD,ADVANCED MICRO DEVICES,,25.2500,26.7500,24.1250,,,14
001161,01,1994-12-31,AMD,ADVANCED MICRO DEVICES,,24.8750,25.7500,22.3750,,,14
001161,01,1995-01-31,AMD,ADVANCED MICRO DEVICES,,29.3750,32.2500,24.8750,,,14
001161,01,1995-02-28,AMD,ADVANCED MICRO DEVICES,,30.3750,32.1250,29.0000,,,14
001161,01,1995-03-31,AMD,ADVANCED MICRO DEVICES,,33.8750,35.8750,29.3750,,,14
001161,01,1995-04-30,AMD,ADVANCED MICRO DEVICES,,36.0000,36.8750,32.5000,,,14
001161,01,1995-05-31,AMD,ADVANCED MICRO DEVICES,,33.0000,37.6250,32.1250,,,14
001161,01,1995-06-30,AMD,ADVANCED MICRO DEVICES,,36.5000,39.2500,32.6250,,,14
001161,01,1995-07-31,AMD,ADVANCED MICRO DEVICES,,32.6250,36.5000,30.3750,,,14
001161,01,1995-08-31,AMD,ADVANCED MICRO DEVICES,,33.7500,36.0000,30.5000,,,14
001161,01,1995-09-30,AMD,ADVANCED MICRO DEVICES,,29.1250,35.8750,28.0000,,,14
001161,01,1995-10-31,AMD,ADVANCED MICRO DEVICES,,23.5000,29.2500,22.7500,,,14
001161,01,1995-11-30,AMD,ADVANCED MICRO DEVICES,,20.5000,23.8750,20.0000,,,14
001161,01,1995-12-31,AMD,ADVANCED MICRO DEVICES,,16.5000,20.6250,16.1250,,,14
001161,01,1996-01-31,AMD,ADVANCED MICRO DEVICES,,19.7500,20.8750,16.1250,,,14
001161,01,1996-02-29,AMD,ADVANCED MICRO DEVICES,,19.3750,21.2500,19.0000,,,14
001161,01,1996-03-31,AMD,ADVANCED MICRO DEVICES,,17.3750,19.5000,16.7500,,,14
001161,01,1996-04-30,AMD,ADVANCED MICRO DEVICES,,18.6250,19.0000,16.6250,,,14
001161,01,1996-05-31,AMD,ADVANCED MICRO DEVICES,,17.6250,19.8750,17.1250,,,14
001161,01,1996-06-30,AMD,ADVANCED MICRO DEVICES,,13.6250,17.6250,12.8750,,,14
001161,01,1996-07-31,AMD,ADVANCED MICRO DEVICES,,12.1250,14.1250,10.2500,,,14
001161,01,1996-08-31,AMD,ADVANCED MICRO DEVICES,,12.7500,14.2500,11.8750,,,14
001161,01,1996-09-30,AMD,ADVANCED MICRO DEVICES,,14.7500,16.2500,12.1250,,,14
001161,01,1996-10-31,AMD,ADVANCED MICRO DEVICES,,17.7500,18.3750,14.1250,,,14
001161,01,1996-11-30,AMD,ADVANCED MICRO DEVICES,,24.2500,25.8750,17.6250,,,14
001161,01,1996-12-31,AMD,ADVANCED MICRO DEVICES,,25.7500,28.3750,22.6250,,,14
001161,01,1997-01-31,AMD,ADVANCED MICRO DEVICES,,35.1250,36.1250,24.8750,,,14
001161,01,1997-02-28,AMD,ADVANCED MICRO DEVICES,,36.0000,36.8750,31.3750,,,14
001161,01,1997-03-31,AMD,ADVANCED MICRO DEVICES,,41.5000,48.5000,35.3750,,,14
001161,01,1997-04-30,AMD,ADVANCED MICRO DEVICES,,42.5000,45.0000,35.0000,,,14
001161,01,1997-05-31,AMD,ADVANCED MICRO DEVICES,,40.0000,45.7500,37.2500,,,14
001161,01,1997-06-30,AMD,ADVANCED MICRO DEVICES,,35.8750,41.6250,34.0000,,,14
001161,01,1997-07-31,AMD,ADVANCED MICRO DEVICES,,35.1250,40.8750,33.1870,,,14
001161,01,1997-08-31,AMD,ADVANCED MICRO DEVICES,,37.6250,42.7500,35.1250,,,14
001161,01,1997-09-30,AMD,ADVANCED MICRO DEVICES,,32.5620,40.0000,30.7500,,,14
001161,01,1997-10-31,AMD,ADVANCED MICRO DEVICES,,23.0000,31.6250,19.6250,,,14
001161,01,1997-11-30,AMD,ADVANCED MICRO DEVICES,,21.8120,24.5620,18.5620,,,14
001161,01,1997-12-31,AMD,ADVANCED MICRO DEVICES,,17.7500,22.6250,17.1250,,,14
001161,01,1998-01-31,AMD,ADVANCED MICRO DEVICES,,20.1870,20.8750,17.3120,,,14
001161,01,1998-02-28,AMD,ADVANCED MICRO DEVICES,,23.5000,25.3750,17.9370,,,14
001161,01,1998-03-31,AMD,ADVANCED MICRO DEVICES,,29.0620,29.6250,20.5000,,,14
001161,01,1998-04-30,AMD,ADVANCED MICRO DEVICES,,27.7500,31.0000,24.8125,4,1998,14
001161,01,1998-05-31,AMD,ADVANCED MICRO DEVICES,,19.5625,27.9375,19.0625,5,1998,14
001161,01,1998-06-30,AMD,ADVANCED MICRO DEVICES,,17.0625,20.2500,16.3750,6,1998,14
001161,01,1998-07-31,AMD,ADVANCED MICRO DEVICES,,17.2500,19.0000,15.1875,7,1998,14
001161,01,1998-08-31,AMD,ADVANCED MICRO DEVICES,,13.0000,20.1250,12.7500,8,1998,14
001161,01,1998-09-30,AMD,ADVANCED MICRO DEVICES,,18.5625,21.0000,12.7500,9,1998,14
001161,01,1998-10-31,AMD,ADVANCED MICRO DEVICES,,22.5625,22.8125,13.6250,10,1998,14
001161,01,1998-11-30,AMD,ADVANCED MICRO DEVICES,,27.6875,29.3750,22.0625,11,1998,14
001161,01,1998-12-31,AMD,ADVANCED MICRO DEVICES,,29.0000,32.7500,26.5000,12,1998,14
001161,01,1999-01-31,AMD,ADVANCED MICRO DEVICES,,22.9375,33.0000,19.7500,1,1999,14
001161,01,1999-02-28,AMD,ADVANCED MICRO DEVICES,,17.8750,25.4375,16.5000,2,1999,14
001161,01,1999-03-31,AMD,ADVANCED MICRO DEVICES,,15.5000,19.2500,15.5000,3,1999,14
001161,01,1999-04-30,AMD,ADVANCED MICRO DEVICES,,16.5000,17.2500,14.5625,4,1999,14
001161,01,1999-05-31,AMD,ADVANCED MICRO DEVICES,,18.5000,21.7500,16.2500,5,1999,14
001161,01,1999-06-30,AMD,ADVANCED MICRO DEVICES,,18.0625,19.5000,16.5000,6,1999,14
001161,01,1999-07-31,AMD,ADVANCED MICRO DEVICES,,17.3750,18.5625,16.0625,7,1999,14
001161,01,1999-08-31,AMD,ADVANCED MICRO DEVICES,,20.6875,21.0000,15.6250,8,1999,14
001161,01,1999-09-30,AMD,ADVANCED MICRO DEVICES,,17.1875,24.7500,17.0625,9,1999,14
001161,01,1999-10-31,AMD,ADVANCED MICRO DEVICES,,19.8125,20.4375,16.3750,10,1999,14
001161,01,1999-11-30,AMD,ADVANCED MICRO DEVICES,,28.2500,30.2500,19.8750,11,1999,14
001161,01,1999-12-31,AMD,ADVANCED MICRO DEVICES,,28.9375,31.9375,26.5000,12,1999,14
001161,01,2000-01-31,AMD,ADVANCED MICRO DEVICES,,36.0000,45.1250,28.0000,1,2000,14
001161,01,2000-02-29,AMD,ADVANCED MICRO DEVICES,,39.1250,45.5000,35.0000,2,2000,14
001161,01,2000-03-31,AMD,ADVANCED MICRO DEVICES,,57.0625,60.3750,38.5000,3,2000,14
001161,01,2000-04-30,AMD,ADVANCED MICRO DEVICES,,87.5000,88.8750,51.0000,4,2000,14
001161,01,2000-05-31,AMD,ADVANCED MICRO DEVICES,,81.5000,92.8750,66.0000,5,2000,14
001161,01,2000-06-30,AMD,ADVANCED MICRO DEVICES,,77.2500,97.0000,74.9375,6,2000,14
001161,01,2000-07-31,AMD,ADVANCED MICRO DEVICES,,71.9375,92.2500,68.0000,7,2000,14
001161,01,2000-08-31,AMD,ADVANCED MICRO DEVICES,,37.6250,38.2500,27.0000,8,2000,14
001161,01,2000-09-30,AMD,ADVANCED MICRO DEVICES,,23.6250,38.2500,23.0000,9,2000,14
001161,01,2000-10-31,AMD,ADVANCED MICRO DEVICES,,22.6250,26.0000,16.1875,10,2000,14
001161,01,2000-11-30,AMD,ADVANCED MICRO DEVICES,,15.2500,25.4375,14.6875,11,2000,14
001161,01,2000-12-31,AMD,ADVANCED MICRO DEVICES,,13.8125,18.1875,13.5625,12,2000,14
001161,01,2001-01-31,AMD,ADVANCED MICRO DEVICES,,24.6000,25.1000,14.1250,1,2001,14
001161,01,2001-02-28,AMD,ADVANCED MICRO DEVICES,,21.5000,26.7500,20.5100,2,2001,14
001161,01,2001-03-31,AMD,ADVANCED MICRO DEVICES,,26.5400,30.1500,19.6500,3,2001,14
001161,01,2001-04-30,AMD,ADVANCED MICRO DEVICES,,31.0000,32.1500,18.7300,4,2001,14
001161,01,2001-05-31,AMD,ADVANCED MICRO DEVICES,,28.2500,34.6500,27.0500,5,2001,14
001161,01,2001-06-30,AMD,ADVANCED MICRO DEVICES,,28.9000,31.7900,23.5600,6,2001,14
001161,01,2001-07-31,AMD,ADVANCED MICRO DEVICES,,18.2600,30.2000,15.3100,7,2001,14
001161,01,2001-08-31,AMD,ADVANCED MICRO DEVICES,,13.5500,19.9000,13.0000,8,2001,14
001161,01,2001-09-30,AMD,ADVANCED MICRO DEVICES,,8.1500,13.4000,7.8000,9,2001,14
001161,01,2001-10-31,AMD,ADVANCED MICRO DEVICES,,9.8400,11.3900,7.6900,10,2001,14
001161,01,2001-11-30,AMD,ADVANCED MICRO DEVICES,,13.5600,14.6700,9.9500,11,2001,14
001161,01,2001-12-31,AMD,ADVANCED MICRO DEVICES,,15.8600,18.6200,13.3900,12,2001,14
001161,01,2002-01-31,AMD,ADVANCED MICRO DEVICES,,16.0500,20.6000,14.9600,1,2002,14
